	track	rate_downloads_total	rate_listened_total	playlisted	favorited	likes	dislikes	avgnote	notes
7528	track_1238031	456	1473	2	1	1	0	2.6667	3
9504	track_1398146	322	1472	9	5	0	0	0.0	0
9288	track_1381977	699	1472	9	5	0	0	0.0	0
8043	track_1294199	281	1471	1	0	0	0	0.0	0
5354	track_1071853	510	1471	3	2	0	0	0.0	0
8989	track_1356346	1346	1470	8	4	0	0	6.5	2
8735	track_1349034	1034	1470	3	2	0	0	3.0	1
9706	track_1409343	554	1470	12	3	0	0	0.0	0
4366	track_0936454	1738	1469	4	1	0	0	0.0	0
4621	track_0984513	415	1469	6	3	0	0	0.0	0
7413	track_1223297	513	1468	7	3	0	0	2.6667	3
615	track_0036353	190	1468	9	4	0	0	0.0	0
131	track_0006153	436	1467	20	13	0	0	0.0	0
8126	track_1304468	2664	1467	7	2	0	0	0.0	0
8681	track_1348079	1008	1466	2	2	0	0	3.0	1
5090	track_1056043	542	1465	6	3	0	0	0.0	0
628	track_0037238	1023	1464	28	15	0	0	0.0	0
6302	track_1137241	1168	1463	10	3	0	0	0.0	0
6665	track_1162612	642	1463	5	2	0	0	0.0	0
8003	track_1288068	1193	1463	5	1	0	0	0.0	0
4541	track_0967238	1742	1463	6	1	0	0	0.0	0
5812	track_1108284	304	1462	5	3	0	0	0.0	0
4425	track_0952613	303	1462	2	0	0	0	0.0	0
8178	track_1306033	1466	1462	7	2	0	0	0.0	0
7125	track_1192426	1115	1461	6	3	0	0	0.0	0
4215	track_0899875	1239	1457	4	2	0	0	0.0	0
332	track_0017482	339	1455	271	246	0	0	0.0	0
5871	track_1116403	1013	1455	12	6	2	0	0.0	0
5080	track_1056059	501	1455	0	0	0	0	0.0	0
3001	track_0401457	922	1454	7	4	0	0	0.0	0
7295	track_1214848	963	1453	3	0	0	0	0.0	0
8410	track_1327028	1702	1453	5	3	0	0	6.0	2
8001	track_1288077	1548	1451	5	2	0	0	0.0	0
5656	track_1090983	2677	1449	4	3	0	0	0.0	0
1975	track_0224793	2013	1449	5	3	0	0	0.0	0
9760	track_1414689	638	1449	3	1	0	0	0.0	0
5293	track_1063335	1299	1449	4	1	0	0	6.0	1
4606	track_0976792	526	1449	9	5	1	0	0.0	0
3416	track_0523751	274	1448	23	15	0	0	0.0	0
9852	track_1419105	212	1447	2	0	0	0	0.0	0
7827	track_1277085	411	1446	6	1	0	0	0.0	0
6285	track_1135811	282	1446	1	0	0	0	0.0	0
8131	track_1304474	2395	1445	4	2	0	0	0.0	0
8224	track_1311374	2500	1444	4	0	0	0	0.0	0
1537	track_0163777	406	1444	70	39	0	0	0.0	0
8722	track_1348757	581	1444	3	0	0	0	3.0	1
3237	track_0459146	170	1443	7	2	0	0	0.0	0
9223	track_1375975	3040	1442	5	2	0	0	0.0	0
5398	track_1077779	1013	1441	4	3	0	0	6.0	2
8112	track_1299811	1105	1440	12	5	0	0	0.0	0
2561	track_0341650	139	1440	4	1	0	0	0.0	0
8601	track_1344393	1254	1439	3	1	0	0	5.0	2
2041	track_0235452	396	1438	9	6	0	0	0.0	0
7534	track_1239740	737	1437	6	2	1	0	0.0	0
8387	track_1327884	294	1437	8	4	0	0	0.0	0
6537	track_1153115	411	1437	1	0	0	0	0.0	0
6599	track_1160046	1567	1436	0	0	0	0	4.0	1
4740	track_1017173	330	1436	10	2	1	0	0.0	0
9756	track_1412470	473	1435	11	3	0	0	0.0	0
8997	track_1356869	889	1434	5	1	0	0	6.5	2
8772	track_1350307	2551	1434	3	1	0	0	0.0	0
3201	track_0454764	980	1431	8	4	1	0	0.0	0
5682	track_1095027	452	1430	0	0	0	0	0.0	0
7316	track_1212535	612	1429	8	5	1	0	0.0	0
1922	track_0218726	1025	1425	30	17	0	0	0.0	0
7803	track_1277790	1031	1425	4	1	0	0	0.0	0
5483	track_1081056	2015	1424	2	0	0	0	0.0	0
5595	track_1087026	640	1422	3	0	0	0	0.0	0
7877	track_1277843	2663	1422	2	0	0	0	0.0	0
8925	track_1354443	505	1422	15	9	0	0	0.0	0
1876	track_0211551	914	1421	12	3	0	0	0.0	0
8208	track_1307512	2901	1421	1	0	0	0	0.0	0
9704	track_1409401	609	1420	16	8	0	0	0.0	0
9746	track_1413466	423	1420	11	6	0	0	6.0	1
8441	track_1335361	1413	1419	2	1	0	0	2.6667	3
1136	track_0109789	379	1419	56	36	0	0	0.0	0
7118	track_1191166	1236	1418	3	0	0	0	0.0	0
5724	track_1097060	247	1416	4	2	0	0	0.0	0
4523	track_0967228	1509	1415	6	1	0	0	0.0	0
1919	track_0218714	617	1415	29	17	0	0	0.0	0
8760	track_1349696	402	1413	6	3	0	0	0.0	0
8855	track_1351047	590	1413	1	0	0	0	5.0	2
1619	track_0180189	294	1411	45	29	0	0	0.0	0
6860	track_1169435	3109	1410	0	0	0	0	0.0	0
7928	track_1279774	1287	1410	3	1	0	0	0.0	0
5976	track_1119119	128	1410	0	0	0	0	0.0	0
4368	track_0941404	2135	1409	2	0	0	0	0.0	0
3411	track_0523757	358	1409	21	13	0	0	0.0	0
6526	track_1154252	550	1409	3	0	0	0	0.0	0
6493	track_1150490	1227	1407	2	0	0	0	0.0	0
6250	track_1135471	411	1406	8	3	1	0	0.0	0
1243	track_0123289	430	1406	7	2	0	0	2.0	1
6552	track_1154997	2383	1404	0	0	0	0	0.0	0
6499	track_1150142	312	1404	38	36	1	0	0.0	0
9335	track_1386919	1459	1402	1	1	0	0	2.0	3
9086	track_1367769	769	1400	6	4	0	0	0.0	0
9170	track_1370658	652	1400	8	3	0	0	6.0	2
8338	track_1324758	488	1399	4	3	0	0	6.0	2
6840	track_1168782	348	1399	10	6	0	0	0.0	0
8616	track_1344321	897	1398	0	0	0	0	2.0	3
9233	track_1375904	2212	1397	3	0	0	0	2.6667	3
4333	track_0936453	1110	1396	3	1	2	0	0.0	0
6288	track_1137240	912	1396	9	2	0	0	0.0	0
444	track_0025804	550	1396	17	11	0	0	0.0	0
8956	track_1354142	748	1395	4	1	0	0	3.0	1
7227	track_1204440	2834	1394	1	1	0	0	0.0	0
5420	track_1077824	1035	1394	7	4	0	0	0.0	0
7444	track_1228624	551	1394	2	0	0	0	0.0	0
5782	track_1103091	906	1393	3	2	0	0	0.0	0
4088	track_0844697	544	1393	7	2	0	0	0.0	0
5559	track_1085234	1627	1393	0	0	0	0	0.0	0
8005	track_1288073	985	1392	2	0	0	0	0.0	0
4202	track_0899874	1268	1392	4	2	0	0	0.0	0
3325	track_0492112	391	1392	3	1	0	0	0.0	0
2801	track_0361347	1050	1392	7	3	0	0	0.0	0
5599	track_1088841	5821	1391	1	0	0	0	0.0	0
4989	track_1045156	680	1391	5	0	0	0	6.0	1
8632	track_1347896	471	1389	3	2	0	0	0.0	0
2030	track_0235905	835	1388	48	32	0	0	0.0	0
6238	track_1134041	550	1388	7	1	0	0	2.0	2
2440	track_0318671	1396	1387	10	5	0	0	0.0	0
4554	track_0969494	293	1387	1	0	0	0	0.0	0
8035	track_1294772	361	1386	10	4	0	0	0.0	0
9682	track_1406568	1186	1386	6	3	0	0	0.0	0
4859	track_1034453	1474	1386	3	1	1	0	0.0	0
3703	track_0676068	399	1386	16	5	0	0	0.0	0
4896	track_1039631	192	1385	4	2	0	0	0.0	0
6502	track_1153117	485	1385	1	0	1	0	0.0	0
7575	track_1242776	303	1384	3	1	0	0	0.0	0
8008	track_1288072	1288	1384	4	1	0	0	0.0	0
5571	track_1088953	869	1383	2	0	0	0	0.0	0
9813	track_1419228	988	1381	13	10	0	0	0.0	0
6492	track_1150491	646	1380	3	1	0	0	0.0	0
636	track_0037234	310	1380	31	15	0	0	0.0	0
2053	track_0235048	307	1378	37	18	0	0	0.0	0
2000	track_0225616	544	1378	66	41	0	0	0.0	0
7856	track_1278717	1236	1377	3	1	0	0	0.0	0
5597	track_1087025	618	1375	8	3	0	0	6.0	1
8192	track_1307487	1986	1374	2	1	0	0	0.0	0
601	track_0037230	258	1374	28	14	0	0	0.0	0
9658	track_1408963	1533	1374	12	2	0	0	0.0	0
4323	track_0936438	1254	1373	1	0	0	0	0.0	0
8821	track_1351057	869	1373	3	2	0	0	2.0	1
6068	track_1126715	553	1373	4	2	0	0	6.0	1
9849	track_1419279	1229	1373	7	6	0	0	0.0	0
4967	track_1045088	968	1373	3	1	0	0	7.0	1
1870	track_0208188	600	1372	10	6	0	0	0.0	0
5903	track_1116089	1124	1371	4	2	0	0	0.0	0
3329	track_0496343	331	1370	21	11	0	0	0.0	0
7043	track_1183079	1072	1370	5	0	0	0	0.0	0
8502	track_1337795	348	1370	3	0	0	0	0.0	0
8624	track_1344396	4073	1367	2	1	0	0	5.0	2
6946	track_1177792	2355	1365	1	0	0	0	0.0	0
3566	track_0582665	1534	1365	42	25	0	0	0.0	0
3332	track_0496352	360	1365	22	11	0	0	0.0	0
7412	track_1227498	351	1365	7	7	0	0	0.0	1
2180	track_0262716	612	1364	4	2	0	0	0.0	0
4993	track_1044775	934	1364	1	0	0	0	0.0	0
4521	track_0967241	1590	1363	4	0	0	0	0.0	0
3830	track_0734509	943	1362	12	9	0	0	0.0	0
7445	track_1228625	1514	1362	2	0	0	0	0.0	0
1872	track_0208187	424	1362	11	6	0	0	0.0	0
7787	track_1277733	473	1362	4	1	0	0	0.0	0
7430	track_1227922	621	1361	6	4	0	0	0.0	0
7782	track_1277818	444	1361	4	1	0	0	0.0	0
2970	track_0401449	743	1359	6	3	0	0	0.0	0
9392	track_1393217	217	1358	7	2	0	0	0.0	0
6437	track_1144724	649	1358	5	2	1	0	0.0	0
3441	track_0541015	251	1358	14	8	0	0	0.0	0
8803	track_1350823	828	1357	4	1	0	0	2.0	1
6616	track_1162029	621	1357	1	0	0	0	0.0	0
4549	track_0965789	464	1356	0	0	0	0	0.0	0
7165	track_1198561	1061	1355	5	2	0	0	0.0	0
1971	track_0219021	488	1354	29	15	0	0	0.0	0
7765	track_1275609	546	1353	6	4	0	0	0.0	0
8331	track_1322917	511	1353	15	9	0	0	6.0	2
4440	track_0956538	296	1353	5	2	0	0	0.0	0
8399	track_1327319	2478	1352	85	84	0	0	2.6667	3
3456	track_0541095	329	1352	11	6	0	0	0.0	0
7553	track_1240417	768	1352	1	1	0	0	0.0	0
9711	track_1410145	508	1351	10	3	0	0	0.0	0
1891	track_0212009	396	1351	91	51	0	0	0.0	0
5573	track_1087021	357	1351	5	3	0	0	0.0	0
6983	track_1179167	522	1350	0	0	0	0	0.0	0
7619	track_1252013	300	1350	1	0	0	0	0.0	0
9370	track_1389032	1600	1349	5	3	0	0	0.0	0
9465	track_1395314	643	1349	3	1	0	0	6.0	2
7872	track_1277829	752	1349	4	1	0	0	0.0	0
4968	track_1045159	893	1348	0	0	0	0	8.0	1
7720	track_1271422	3417	1348	0	0	0	0	0.0	0
7965	track_1283758	243	1347	2	1	0	0	0.0	0
2123	track_0246930	499	1347	10	5	1	0	0.0	0
9027	track_1358436	1513	1346	4	0	0	0	0.0	0
9474	track_1395310	637	1346	4	2	0	0	6.0	2
6800	track_1166818	1516	1346	0	0	0	0	2.6667	3
7181	track_1198577	5789	1345	3	1	0	0	0.0	0
6780	track_1165475	1199	1345	6	3	0	0	2.6667	3
9067	track_1364685	593	1344	0	0	0	0	0.0	0
859	track_0049490	152	1344	12	3	0	0	0.0	0
2128	track_0246688	228	1344	7	4	0	0	4.0	1
7025	track_1183074	525	1343	1	0	0	0	0.0	0
6824	track_1168162	6610	1342	3	1	0	0	0.0	1
5383	track_1071927	517	1342	5	3	0	0	0.0	0
4442	track_0956544	571	1341	4	2	0	0	0.0	0
9219	track_1375899	1866	1341	1	0	0	0	2.6667	3
2591	track_0341642	263	1340	5	2	0	0	0.0	0
4548	track_0966567	1937	1340	0	0	0	0	0.0	0
7819	track_1277107	1952	1339	4	0	0	0	0.0	0
6926	track_1174412	983	1338	8	4	0	0	0.0	0
6489	track_1150488	446	1338	1	0	0	0	0.0	0
8517	track_1340367	1083	1338	2	1	0	0	0.0	0
3145	track_0429859	624	1337	2	0	0	0	0.0	0
4648	track_0998029	195	1337	3	0	0	0	0.0	0
8860	track_1352149	330	1337	6	3	0	0	0.0	0
1921	track_0218719	438	1336	29	17	0	0	0.0	0
7140	track_1198557	951	1336	2	1	0	0	0.0	0
8895	track_1353448	460	1335	5	3	0	0	3.0	1
8719	track_1349963	782	1334	5	1	0	0	0.0	0
4115	track_0853881	365	1334	11	2	0	0	0.0	0
8287	track_1315719	548	1334	4	3	0	0	6.0	1
3598	track_0606115	348	1334	18	10	0	0	0.0	0
3822	track_0743018	974	1333	13	6	0	0	0.0	0
6427	track_1144721	250	1332	7	2	1	0	0.0	0
6002	track_1119113	126	1332	0	0	0	0	0.0	0
7107	track_1196347	1528	1331	2	0	0	0	0.0	0
7560	track_1240411	928	1331	3	2	0	0	0.0	0
6544	track_1153113	828	1331	3	1	1	0	0.0	0
7820	track_1277698	576	1331	3	1	0	0	0.0	0
9153	track_1370791	1408	1331	2	0	0	0	0.0	0
8132	track_1304006	809	1330	3	1	0	0	0.0	0
7789	track_1277709	278	1329	1	0	0	0	0.0	0
7867	track_1277842	743	1329	5	0	0	0	0.0	0
8382	track_1326941	951	1328	4	2	0	0	5.0	2
7294	track_1214847	2601	1328	0	0	0	0	10.0	1
8676	track_1348114	371	1326	10	2	0	0	0.0	0
8866	track_1352912	1013	1324	0	0	0	0	3.0	1
9739	track_1413465	720	1324	15	9	0	0	6.0	1
4545	track_0969493	296	1324	2	1	0	0	0.0	0
9281	track_1382980	630	1324	6	3	0	0	0.0	0
9400	track_1391333	316	1324	8	1	0	0	3.0	1
4944	track_1041717	321	1324	0	0	0	1	0.0	0
6190	track_1133078	716	1322	14	5	0	0	0.0	0
4359	track_0936446	1428	1321	3	1	0	0	0.0	0
8142	track_1304003	675	1320	3	1	0	0	0.0	0
8939	track_1354590	967	1318	4	3	0	0	0.0	0
4873	track_1034361	415	1318	0	0	0	0	0.0	0
2888	track_0373175	792	1317	13	9	0	0	0.0	0
8652	track_1347851	546	1316	4	2	0	0	5.0	1
8814	track_1352359	343	1315	9	3	0	0	0.0	0
5099	track_1055913	669	1314	9	4	0	0	0.0	0
9532	track_1398502	824	1314	3	0	0	0	0.0	0
4743	track_1021384	1503	1313	5	2	0	0	0.0	0
8626	track_1344443	485	1312	3	3	0	0	4.0	1
9209	track_1371865	2214	1311	5	1	0	0	0.0	0
3168	track_0439630	641	1310	49	31	0	0	5.0	2
9674	track_1407675	2304	1310	0	0	0	0	2.0	2
8913	track_1353778	585	1310	4	3	0	0	3.0	1
1152	track_0111963	497	1309	53	34	0	0	0.0	0
9830	track_1419419	489	1307	1	0	0	0	4.0	1
9498	track_1398154	380	1307	1	0	0	0	0.0	0
8706	track_1348038	528	1305	6	2	0	0	0.0	0
7022	track_1182878	2486	1305	0	0	0	0	0.0	0
9538	track_1398799	313	1304	7	3	0	0	0.0	0
6293	track_1136898	824	1302	1	0	0	0	0.0	0
3031	track_0409720	819	1302	4	1	0	0	0.0	0
3381	track_0496411	468	1301	23	12	1	0	0.0	0
7369	track_1222501	1071	1301	3	1	0	0	0.0	0
3946	track_0774086	205	1301	4	0	0	0	0.0	0
9842	track_1419230	689	1300	14	12	0	0	0.0	0
5720	track_1097056	345	1299	4	1	1	0	0.0	0
9699	track_1408984	261	1298	5	2	0	0	0.0	0
8940	track_1354439	1128	1298	2	0	0	0	0.0	0
6935	track_1174415	1389	1298	2	1	0	0	0.0	0
8052	track_1294825	347	1297	8	2	0	0	0.0	0
9217	track_1375972	799	1296	5	0	0	0	0.0	0
9759	track_1412339	1155	1296	6	1	0	0	0.0	0
2797	track_0361338	742	1296	4	2	0	0	0.0	0
4920	track_1039777	461	1295	15	12	2	0	0.0	0
3379	track_0511195	615	1294	97	41	0	0	0.0	0
595	track_0036351	163	1294	9	4	0	0	0.0	0
5590	track_1088842	2212	1294	1	0	0	0	0.0	0
4574	track_0972767	407	1294	4	3	0	0	0.0	0
1974	track_0218902	231	1293	24	16	1	0	0.0	0
9693	track_1409403	994	1293	27	15	0	0	0.0	0
4844	track_1038268	282	1292	1	1	0	0	0.0	0
7996	track_1288069	844	1292	4	0	0	0	0.0	0
9754	track_1412330	658	1291	4	0	0	0	0.0	0
6882	track_1168491	686	1291	2	1	0	0	0.0	0
5579	track_1088835	3499	1291	0	0	0	0	0.0	0
7040	track_1183077	1251	1290	1	0	0	0	0.0	0
4583	track_0970884	1516	1288	3	1	0	1	0.0	0
5410	track_1077825	444	1287	4	2	0	0	0.0	0
5319	track_1066898	573	1287	5	2	1	0	7.0	1
8147	track_1304481	1165	1287	5	3	0	0	0.0	0
8962	track_1354577	2395	1286	2	0	0	0	0.0	0
3165	track_0439691	2061	1285	49	31	0	0	0.0	0
6955	track_1176150	581	1285	1	0	0	0	5.0	2
7183	track_1203966	438	1285	2	1	0	0	0.0	0
4276	track_0921934	3463	1284	8	3	1	0	0.0	0
5700	track_1096127	818	1283	2	0	0	0	0.0	0
6530	track_1154249	491	1283	5	4	0	0	0.0	0
5810	track_1108285	507	1282	10	3	1	0	0.0	0
7250	track_1208250	719	1282	3	1	0	0	0.0	0
9212	track_1372870	573	1281	3	1	0	0	0.0	0
5460	track_1079321	546	1280	0	0	0	0	0.0	0
7942	track_1282631	1540	1280	3	1	0	0	0.0	0
2984	track_0402321	257	1278	6	2	0	0	0.0	0
1628	track_0176519	801	1278	12	5	0	0	0.0	0
2588	track_0341648	2919	1277	4	1	0	0	0.0	0
9173	track_1372875	751	1276	4	2	0	0	0.0	0
3550	track_0589344	3652	1276	6	3	0	0	0.0	0
9185	track_1372867	1293	1276	4	2	0	0	0.0	0
5647	track_1090979	741	1276	7	4	0	0	0.0	0
9054	track_1361452	372	1276	3	2	0	0	0.0	0
1996	track_0225614	365	1275	68	41	0	0	0.0	0
7437	track_1231346	1646	1275	12	4	0	0	8.0	1
1858	track_0208283	539	1273	49	28	0	0	0.0	0
6947	track_1174419	618	1272	8	3	1	0	0.0	0
3106	track_0428567	1579	1272	2	0	0	0	0.0	0
3392	track_0496364	405	1271	21	11	0	0	0.0	0
4519	track_0966560	585	1270	0	0	0	0	0.0	0
5627	track_1090041	415	1269	3	0	0	0	0.0	0
135	track_0006154	424	1269	21	13	0	0	0.0	0
6065	track_1125757	197	1269	2	0	0	0	0.0	0
2039	track_0235050	687	1267	34	16	0	0	0.0	0
7992	track_1287556	1186	1267	7	2	0	0	0.0	0
5726	track_1098080	1809	1267	1	0	0	0	5.0	2
5794	track_1105872	733	1267	1	0	0	0	0.0	0
8847	track_1350975	225	1267	3	2	0	0	2.0	1
8129	track_1303999	3044	1266	0	0	0	0	0.0	0
3522	track_0577325	373	1266	9	5	1	0	0.0	0
8597	track_1344332	513	1264	15	7	0	0	5.0	2
3114	track_0429055	252	1263	13	5	0	0	0.0	0
377	track_0022879	346	1261	28	18	0	0	0.0	0
6543	track_1153108	812	1260	3	1	0	0	0.0	0
3346	track_0496357	421	1260	21	11	0	0	0.0	0
4559	track_0970849	1557	1259	1	0	0	0	0.0	0
8265	track_1315724	241	1259	7	6	0	0	6.0	1
6936	track_1174377	2727	1258	4	2	0	0	0.0	0
6382	track_1141677	476	1256	6	1	0	0	0.0	0
5154	track_1058154	258	1255	1	1	0	0	0.0	0
9199	track_1372871	2461	1255	3	1	0	0	0.0	0
1899	track_0218704	258	1254	42	28	0	0	0.0	0
9211	track_1372876	898	1253	4	2	0	0	0.0	0
6741	track_1165636	2930	1253	1	1	1	0	0.0	0
8804	track_1350135	453	1253	3	0	0	0	0.0	0
1884	track_0218722	257	1252	31	17	0	0	0.0	0
5609	track_1088830	1101	1252	0	0	0	0	0.0	0
1704	track_0191383	240	1252	9	6	0	0	0.0	0
7468	track_1228759	774	1251	6	2	1	0	0.0	0
2174	track_0262723	395	1250	7	2	0	0	0.0	0
9805	track_1416001	334	1249	3	1	0	0	0.0	0
2147	track_0251276	507	1248	42	29	1	0	0.0	0
9306	track_1385119	291	1248	5	1	0	0	0.0	0
7366	track_1217299	1866	1247	1	0	0	0	0.0	0
1895	track_0212014	599	1246	85	50	0	0	0.0	0
2141	track_0260812	705	1246	64	42	0	0	0.0	0
7889	track_1279789	1335	1246	2	0	0	0	0.0	0
3751	track_0713967	708	1246	6	4	0	0	0.0	0
6308	track_1137242	388	1246	7	3	1	0	0.0	0
6456	track_1146588	967	1245	0	0	0	0	0.0	0
370	track_0022878	266	1244	26	17	0	0	0.0	0
8569	track_1341459	1259	1244	0	0	0	0	5.0	2
9149	track_1369049	205	1244	3	0	0	0	0.0	0
2177	track_0262722	291	1244	4	2	0	0	0.0	0
3470	track_0541013	286	1244	11	6	0	0	0.0	0
2443	track_0318508	471	1244	19	11	0	0	0.0	0
7847	track_1277831	1537	1243	3	0	0	0	0.0	0
7943	track_1281920	2134	1242	3	1	0	0	0.0	0
476	track_0025807	502	1242	17	11	0	0	0.0	0
8460	track_1336319	1907	1239	11	5	0	0	4.5	2
1962	track_0219012	362	1239	24	15	0	0	0.0	0
8958	track_1354441	1726	1238	2	2	0	0	0.0	0
7404	track_1227931	1986	1238	0	0	1	0	0.0	0
9722	track_1410144	921	1238	3	3	0	0	0.0	0
7426	track_1226202	2219	1238	4	1	0	0	0.0	0
3697	track_0676069	589	1237	14	5	0	0	0.0	0
9501	track_1397744	408	1237	6	2	0	0	0.0	0
9775	track_1417887	309	1236	5	3	0	0	0.0	0
1508	track_0160068	850	1235	34	17	0	0	6.0	1
1393	track_0143951	344	1235	46	30	1	0	0.0	0
8560	track_1343402	917	1234	0	0	0	0	2.6667	3
2582	track_0341646	229	1233	4	1	0	0	0.0	0
6294	track_1136896	833	1233	2	1	0	0	0.0	0
9772	track_1417885	304	1233	2	2	0	0	0.0	0
7781	track_1277109	443	1233	4	1	0	0	0.0	0
6283	track_1136897	761	1232	3	1	0	0	0.0	0
6012	track_1119039	1018	1231	5	3	0	0	0.0	0
9239	track_1381314	1400	1231	5	4	0	0	0.0	0
6403	track_1144725	1029	1231	4	1	1	0	0.0	0
4961	track_1041938	203	1231	2	1	0	0	0.0	0
1167	track_0116626	424	1230	4	0	0	0	0.0	0
8512	track_1340348	100	1230	2	1	0	0	0.0	0
7161	track_1198563	2112	1230	2	1	1	0	0.0	0
6177	track_1132141	410	1229	9	2	0	0	0.0	0
8298	track_1321483	469	1229	0	0	0	0	0.0	0
5625	track_1090985	856	1229	6	4	0	0	0.0	0
4965	track_1041944	205	1228	4	1	0	0	0.0	0
8739	track_1349618	810	1228	0	0	0	0	6.0	2
6961	track_1179049	583	1227	0	0	0	0	0.0	0
5123	track_1056746	1322	1227	11	5	1	0	10.0	1
2146	track_0260810	860	1225	63	42	0	0	0.0	0
4924	track_1041459	396	1224	0	0	0	0	0.0	0
5086	track_1056045	370	1223	2	0	0	0	0.0	0
9263	track_1381316	898	1223	1	1	0	0	0.0	0
8122	track_1299803	239	1221	6	5	0	0	0.0	0
7552	track_1241779	372	1221	7	2	0	0	0.0	0
9103	track_1365239	2621	1221	0	0	0	0	0.0	0
6269	track_1133483	325	1220	8	3	0	0	0.0	0
5067	track_1053930	1386	1220	1	0	0	0	0.0	0
7117	track_1194583	349	1219	25	24	3	0	0.0	0
7904	track_1279245	597	1219	3	1	0	0	8.0	1
8981	track_1356340	302	1218	9	2	0	0	6.5	2
7761	track_1275612	548	1218	11	5	0	0	0.0	0
1943	track_0218940	887	1217	23	15	0	0	0.0	0
4990	track_1045157	3039	1217	0	0	0	0	0.0	0
3185	track_0439632	763	1216	47	30	0	0	5.0	2
8004	track_1288078	560	1215	7	2	0	0	0.0	0
5074	track_1056061	1298	1212	3	1	0	0	0.0	0
9238	track_1380150	213	1212	4	1	0	0	0.0	0
5450	track_1079991	650	1210	8	3	0	0	8.0	1
597	track_0036350	196	1208	10	5	0	0	0.0	0
9691	track_1409402	649	1208	19	10	0	0	0.0	0
2426	track_0318670	779	1208	9	5	0	0	0.0	0
1504	track_0160065	374	1207	32	18	0	0	6.0	1
6414	track_1146350	814	1206	5	2	1	0	4.0	1
6142	track_1127560	283	1206	3	1	0	0	0.0	0
9324	track_1388123	829	1206	2	0	0	0	0.0	0
4841	track_1034363	414	1206	0	0	0	0	0.0	0
5394	track_1069487	457	1205	0	0	0	0	0.0	0
7609	track_1255087	192	1205	5	0	0	0	0.0	0
9342	track_1388862	442	1205	6	1	0	0	0.0	0
9819	track_1419277	901	1204	5	3	0	0	0.0	0
3454	track_0541093	178	1204	12	6	0	0	0.0	0
8397	track_1327277	1070	1203	79	78	0	0	2.6667	3
2429	track_0318672	1276	1202	9	5	0	0	0.0	0
6880	track_1168558	2300	1202	5	1	1	0	0.0	0
7846	track_1277851	1384	1201	3	0	0	0	0.0	0
5873	track_1113987	315	1201	7	2	0	1	0.0	0
8825	track_1352123	273	1201	5	1	0	0	0.0	0
5338	track_1066916	283	1199	4	2	0	0	0.0	0
8289	track_1315722	590	1198	5	3	0	0	6.0	1
4929	track_1041948	663	1198	2	2	0	1	0.0	0
8526	track_1337799	1109	1197	0	0	0	0	0.0	0
7353	track_1216559	1023	1196	1	1	1	0	0.0	0
8415	track_1329326	600	1196	3	1	0	0	3.0	2
4121	track_0844696	349	1193	4	2	0	0	0.0	0
5148	track_1058162	276	1192	0	0	0	0	0.0	0
1987	track_0225070	196	1192	50	34	0	0	0.0	0
8188	track_1310024	842	1192	1	0	0	0	0.0	0
9820	track_1419226	254	1191	18	14	0	0	0.0	0
2059	track_0235046	504	1189	33	17	0	0	0.0	0
6084	track_1125754	279	1189	4	0	0	0	0.0	0
1542	track_0162176	587	1189	3	2	0	0	0.0	0
8596	track_1344446	394	1187	8	5	0	0	4.0	1
4511	track_0956546	259	1186	6	3	0	0	0.0	0
9031	track_1358555	523	1185	4	2	0	0	0.0	0
4877	track_1039615	471	1185	0	0	0	0	0.0	0
9368	track_1388899	908	1184	2	0	0	0	0.0	0
4945	track_1041947	439	1184	4	2	1	0	0.0	0
893	track_0076960	258	1183	17	8	0	0	0.0	0
9120	track_1365283	1217	1183	0	0	0	0	0.0	0
8209	track_1307491	2301	1183	1	0	0	0	0.0	0
4305	track_0916983	543	1183	7	3	1	0	0.0	0
9681	track_1406566	496	1182	6	3	0	0	0.0	0
8175	track_1307495	2632	1182	3	1	0	0	8.0	1
5486	track_1079637	582	1181	0	0	0	0	0.0	0
9815	track_1419229	588	1180	16	13	0	0	0.0	0
470	track_0025808	595	1180	18	11	0	0	0.0	0
7285	track_1208245	485	1179	6	1	2	0	0.0	0
124	track_0006155	901	1179	21	14	0	0	0.0	0
5890	track_1116408	743	1178	6	2	0	0	0.0	0
9270	track_1385117	621	1178	10	4	0	0	0.0	0
854	track_0049488	354	1177	12	3	0	0	0.0	0
6368	track_1137244	250	1176	5	4	0	0	0.0	0
7543	track_1240472	812	1176	5	3	0	0	0.0	0
5243	track_1063327	649	1176	3	1	0	0	0.0	0
3564	track_0582658	1801	1175	47	25	0	0	0.0	0
8086	track_1299806	856	1175	4	2	0	0	0.0	0
5487	track_1079818	1801	1174	0	0	0	0	0.0	0
3851	track_0734455	975	1174	12	10	0	0	0.0	0
1954	track_0219026	269	1172	22	13	0	0	0.0	0
9319	track_1388143	2139	1172	0	0	0	0	0.0	0
8942	track_1354435	604	1172	6	5	0	0	0.0	0
4983	track_1044781	1136	1171	0	0	0	0	0.0	0
4851	track_1035185	1066	1171	1	0	0	0	0.0	0
3326	track_0490364	1209	1170	4	2	0	0	0.0	0
9788	track_1416386	343	1170	8	5	0	0	8.0	1
6257	track_1133478	881	1169	3	1	0	0	0.0	0
1514	track_0153960	578	1168	4	1	0	0	0.0	0
6565	track_1155000	1098	1167	1	1	0	0	0.0	0
7982	track_1283763	309	1166	1	1	0	0	0.0	0
9029	track_1357121	369	1165	8	2	0	0	7.0	2
